V1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
332,Italy,"This Prosecco Brut from the slightly warmer Conegliano subzone is a perfect example of its kind. The luminous sparkler offers drying mineral tones that are embellished by pretty notes of white rose, honey, stone fruit and citrus. The mouthfeel is lean, smooth and fresh.",Palazzo Rosso Brut,86,19,Veneto,Prosecco di Conegliano,"","","",Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano),Prosecco,Sommariva
333,Italy,This crisp sparkler is characterized by drying mineral tones and delicate aromas of stone fruit and citrus. The wine is foamy and slightly sweet in the mouth and does an excellent job of representing this category of Italian wine.,Col del Sas Extra Dry,86,18,Veneto,Prosecco di Valdobbiadene,"","","",Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Spagnol
334,France,"A ripe, fruity wine that takes its raspberry flavor from the color. The wine has softness, a creamy character that rounds out any acidity, leaving a smooth, fruity finish.",Mosaïque Rosé Brut,86,42,Champagne,Champagne,"",Roger Voss,@vossroger,Jacquart NV Mosaïque Rosé Brut  (Champagne),Champagne Blend,Jacquart
335,Italy,"There's a unique note here of mature fruit, chopped basil or peppermint with a hint of spice or chopped white peppercorn. The bubbling seems less frothy and the wine has a flat, big feel in the mouth. Grapes were farmed organically and the wine is from the 2007 vintage, which may explain its distinctive style.",Arió Extra Dry,86,15,Veneto,Prosecco di Conegliano,"","","",L'Antica Quercia 2007 Arió Extra Dry  (Prosecco di Conegliano),Prosecco,L'Antica Quercia
336,Chile,"Gritty, heavily roasted aromas of peanuts and herbal berry fruits lead to a scratchy, tannic palate. This tastes of burnt oak, raw plum and currant, while the finish tastes briny and harsh. The 2012 version of this wine was much better. This is rough from front to back.",Costa,83,35,Colchagua Costa,"","",Michael Schachner,@wineschach,Koyle 2015 Costa Pinot Noir (Colchagua Costa),Pinot Noir,Koyle
337,France,"An easy and inviting selection, there's a mentholated streak to the soft red currant and cherry core of this wine. Light and breezy on the palate, it offers thin, quickly dissipating flavors and a fleeting finish.","",83,16,Languedoc-Roussillon,Languedoc,"",Lauren Buzzeo,@laurbuzz,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),Rosé,Château Notre Dame du Quatourze
338,France,The wine is earthy and somewhat rustic. There is fruit but it is spoiled by a spicy pepper edge. Chill this drastically.,"",82,11,Provence,Coteaux Varois en Provence,"",Roger Voss,@vossroger,Mémoires 2015 Rosé (Coteaux Varois en Provence),Rosé,Mémoires
339,Spain,"Red in color, with berry and apple aromas, this is sweet, with a heavy body and light effervescence.",1887 Rosado,82,13,Catalonia,Cava,"",Michael Schachner,@wineschach,Cavas Hill NV 1887 Rosado Sparkling (Cava),Sparkling Blend,Cavas Hill
340,France,"The nose is muted, despite the slight spritz of the wine, while the palate is equally toned down. It's a rounded if not very expressive white wine.",Tradition,82,18,Alsace,Alsace,"",Anne Krebiehl MW,@AnneInVino,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),Pinot Gris,Antoine Moltès & Fils
341,US,"Plummy and hinting at black cherry, this wine is otherwise soft and simple, with a distracting, full-throttled descent into raisin cake and prune.",Serracino Reserve,82,48,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),Zinfandel,Pezzi King
342,Spain,"Funky, yeasty aromas of cinnamon, spent lees and bread yeast dominate the nose. This feels foamy, with lightly vegetal flavors of apple that finish briny.","",82,11,Catalonia,Cava,"",Michael Schachner,@wineschach,Bellisco NV Sparkling (Cava),Sparkling Blend,Bellisco
343,Chile,"Jumpy on the nose at first, but then green tea and grassy aromas take over. This PN is what it is: it tastes grassy, leafy and like green beans. Vegetal notes carry over to the finish.",Grand Reserve,81,20,Rapel Valley,"","",Michael Schachner,@wineschach,Pura 8 2010 Grand Reserve Pinot Noir (Rapel Valley),Pinot Noir,Pura 8
344,Chile,"Aromas of pumpkin, squash and corn chips are stale and not inviting. There's an acceptable mouthfeel to this weird, unbalanced Chardonnay along with flavors of spiced squash, mealy apple and sautéed root vegetables.",Gran Reserva,80,19,Leyda Valley,"","",Michael Schachner,@wineschach,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Viña Tarapacá
345,Australia,"This wine contains some material over 100 years old, but shows no signs of fragility. Instead, it's concentrated through age and should hold in the bottle indefinitely. It's dark coffee-brown in color, with delectable aromas of rancio, dried fig, molasses and black tea, yet despite enormous concentration avoids excessive weight. And it's amazingly complex and fresh on the nearly endless finish.",Rare,100,350,Victoria,Rutherglen,"",Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
346,Australia,"This deep brown wine smells like a damp, mossy cave. Then add complex rancio notes, plus maple syrup and molasses. It's full, round and harmonious, wonderfully rich yet without any sense of heaviness and long and bright on the finish.",Rare,98,350,Victoria,Rutherglen,"",Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),Muscadelle,Chambers Rosewood Vineyards
347,Germany,"Dusty, saffron-spiced earthiness is juxtaposed against intense mango and tangerine fruitiness in this deeply complex wine. It's unctuously sweet, but balanced by a piercing streak of acidity that penetrates through the midpalate. Spry and silken, it finishes on a long lingering whisper of honey and peach.",Kiedrich Gräfenberg Trockenbeerenauslese,97,775,Rheingau,"","",Anna Lee C. Iijima,"",Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
348,Australia,"Deep mahogany. Dried fig and black tea on the nose, then concentrated mocha and molasses flavors, enlivened by candied orange zest. Full, rich and sweet, but surprisingly drinkable, with terrific intensity and length.",Grand,97,100,Victoria,Rutherglen,"",Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
349,Australia,"RunRig is always complex, and the 2012 doesn't disappoint in that regard, mixing bacony-meaty notes with hints of black olives and ripe plums. The tannins are supremely supple, but the acids are crisp, resulting in a long, mouthwatering finish. Drink now–2030.",RunRig,97,225,South Australia,Barossa,"",Joe Czerwinski,@JoeCz,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),Shiraz-Viognier,Torbreck
350,Italy,"After a few minutes in the glass, this stunning wine opens up to reveal classic Nebbiolo aromas of leather, tilled soil, underbrush, fragrant blue flower and ripe berry. The juicy concentrated palate dishes out layers of succulent black cherry, crushed raspberry, anise and pipe tobacco framed in firm, velvety tannins. Drink 2022–2035.",Vignolo Riserva,97,150,Piedmont,Barolo,"",Kerin O’Keefe,@kerinokeefe,Cavallotto 2010 Vignolo Riserva  (Barolo),Nebbiolo,Cavallotto
351,Hungary,"This amber-colored Hungarian stunner has ethereal aromas of raw honey, beeswax, freshly baked tarte Tatin, canned apricot and fresh pear. It is silky smooth and creamy in the mouth with pronounced flavors of clover honey, pear tart and baked sweet apples. The acidity is perfectly balanced so you can appreciate its velvety richness without feeling that the sweetness is too cloying.",Eszencia,96,320,Tokaji,"","",Jeff Jenssen,@worldwineguys,Oremus 2005 Eszencia  (Tokaji),Furmint,Oremus
352,US,"Citrus-kissed saltiness lies at the core of this incredibly delicious, deliriously crafted wine, from the great grape grower in the heart of the Russian River Valley. Beautifully crisp, it lingers in stony minerality and a freshness of apricot, memorable from first sip to last.",South River,96,68,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2014 South River Chardonnay (Russian River Valley),Chardonnay,Rochioli
353,France,"This beautiful, rich wine has yellow fruits and is concentrated, tightly textured and conveys a ripe character. The touches of wood are just right, adding spice to the opulent fruitiness. A mineral texture gives some tightness to the aftertaste. Drink from 2024.",Le Montrachet,96,630,Burgundy,Montrachet,"",Roger Voss,@vossroger,Louis Latour 2014 Le Montrachet  (Montrachet),Chardonnay,Louis Latour
354,Germany,"Whiffs of white mushroom, saffron and caramel lend complexity to this concentrated elixir of apricots and orange peels. It's honeyed and sweet but vivaciously balanced, glazing the palate in ethereal textures of gossamer and tulle. The caramel finish lingers endlessly.",Kiedrich Gräfenberg Beerenauslese,96,365,Rheingau,"","",Anna Lee C. Iijima,"",Robert Weil 2014 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),Riesling,Robert Weil
355,US,"A waft of smoky char and toasty oak provide a rich foundation and compelling entry into this one-acre vineyard-designate from the historic grower, before unleashing, slowly, a torrent of melon and fresh-cut apple with a length of intriguing nutmeg and cardamom. Medium-bodied and lush, it will remain on your palate memory a long time.",Sweetwater,96,68,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),Chardonnay,Rochioli
356,Australia,"Dusty, firm, powerful: just a few apt descriptors for this vintage of one of Heathcote's top wines. Mocha, licorice and blackberries feature on the nose, while the palate delivers more of the same—dark fruit, chocolate and plenty of spice. Best after 2020.",Georgia's Paddock,95,85,Victoria,Heathcote,"",Joe Czerwinski,@JoeCz,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),Shiraz,Jasper Hill
357,France,"Produced from vines more than 100 years old in the heart of the Clos de Vougeot vineyard, this is an impressive wine with a long future. The wood aging is already surrounded by ripe, intense black fruits. A fresher character comes from the bright acidity of the vintage, giving the wine a lift. The aftertaste is long and concentrated. Drink from 2024.",Vieilles Vignes,95,350,Burgundy,Clos de Vougeot,"",Roger Voss,@vossroger,Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),Pinot Noir,Château de la Tour
358,Germany,"Intensely fragrant, this honey-sweet auslese wafts of ripe yellow peaches and caramelized sugar. Tropical mango, pineapple and melon collide on the palate before falling neatly in line against a strike of high-toned acidity. The finish is luxuriously long, peppered by a faint dusting of saffron. It's a stunner already but should shine brightly for decades to come.",Hattenheimer Hassel Auslese,95,66,Rheingau,"","",Anna Lee C. Iijima,"",Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),Riesling,Weingut Hans Bausch
359,France,"Up the slope above the Grand Cru of Le Montrachet, this vineyard once grew hemp (hence the name, cheneve). This poised wine is both stylish and rich, with good acidity allied to ripe apple and citrus fruits, cut through the mineral texture and promise a generous wine as it ages. Drink from 2020.",Les Chenevottes Premier Cru,95,110,Burgundy,Chassagne-Montrachet,"",Roger Voss,@vossroger,Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Philippe Colin
360,Australia,"Bacon and tapenade elements merge easily on the nose, followed by a wine that's full bodied and creamy textured on the palate. This is dark and meaty in profile, yet not heavy or cooked, with a long, harmonious finish. Drink now–2030.",Descendant,95,125,South Australia,Barossa Valley,"",Joe Czerwinski,@JoeCz,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),Shiraz-Viognier,Torbreck
361,Italy,"Enticing scents of ripe berry, underbrush, grilled herb and eucalyptus mingle together along with an underlying fragrance of rose petal. Elegant and fresh, the impeccably balanced palate delivers tart red cherry, cake spice, white pepper and mineral nuances alongside polished tannins. Drink 2018–2028.",Simposio,95,60,Piedmont,Barolo,"",Kerin O’Keefe,@kerinokeefe,Bel Colle 2012 Simposio  (Barolo),Nebbiolo,Bel Colle
362,US,"As impressive as the woman—a pioneer in the Napa Valley—was herself, this 100% varietal wine from the estate property high atop Diamond Mountain is powerfully elegant, intense yet refined. It begins with a high-toned, graceful entry that's rich in blueberry and chocolate, the oak smooth and integrated, with a suggestion of hand-rolled tobacco. Drink now through 2022.",Jamie,95,200,California,Diamond Mountain District,Napa,Virginie Boone,@vboone,J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,J. Davies
363,France,"This is an opulent wine from one of the fabled series of white Grand Crus. Along with generous yellow fruits and ripe citrus, it has weight and gravitas. Spice from the wood fills things out even more, giving the wine its balance, its intensity and its future. Drink from 2022.","",95,380,Burgundy,Criots-Bâtard-Montrachet,"",Roger Voss,@vossroger,Louis Latour 2014  Criots-Bâtard-Montrachet,Chardonnay,Louis Latour
364,US,"For 2014, the Weber is the star of a very fine Winderlea lineup. Dark and deeply concentrated, it's jammed with black cherry fruit, annotated with anise and showing a hint of gunmetal. The tannins are ripe and taste of clean earth. This is a fine candidate for aging. Drink now through 2030.",Weber Vineyard,95,48,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea
365,Australia,"The Taylor family selected Clare Valley for its Cabernet affinity, but this Shiraz is a knockout. Yes, it's oaky—full of menthol, vanilla and toasted coconut—but there's just enough black cherry and plum fruit to support the wood. It's a plush, full-bodied wine with immense appeal, for drinking now–2025.",St. Andrews Single Vineyard Release,95,60,South Australia,Clare Valley,"",Joe Czerwinski,@JoeCz,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),Shiraz,Wakefield
366,Italy,"This spends 12 months in oak and it shows: It offers aromas of liquid smoke and flavors of brown sugar, honey and caramel. The fruit is subdued, leaving the emphasis on the oak and mineral components. Try with rich but delicately flavored fish dishes or mild chèvres.",Vorberg,88,21,Northeastern Italy,Alto Adige,"",Joe Czerwinski,@JoeCz,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano
367,Chile,"Aromas of mint, berry syrup and dense, lemony oak lay a good foundation for the heavy black fruit that comes on the palate atop a plush carpet of toasty, fresh-grained wood. The finish is round, tasty and mouthfilling, while overall the wine seems to dance due to popping acidity. This is Carmenère with a vital streak.",Reserva de la Familia,88,10,Maipo Valley,"","",Michael Schachner,@wineschach,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),Carmenère,De Martino
368,Italy,"A plump, juicy mouthful of citrusy fruit, worth trying with grilled or broiled seafood. The zesty lime aromas broaden out on the palate to include orange and tangerine flavors, making it tart but not too tart. Best Buy.","",88,11,Veneto,Bianco di Custoza,"",Joe Czerwinski,@JoeCz,Montresor 2001  Bianco di Custoza,Garganega,Montresor
369,Italy,"This medium-weight wine flows effortlessly from start to finish, blending aromas of smoke and nuts with a citrusy core. Picks up savory nutty, cheesy notes (like a good Gruyère) on the long finish.","",88,21,Northeastern Italy,Friuli,"",Joe Czerwinski,@JoeCz,Ronco del Gelso 1999 Chardonnay (Friuli),Chardonnay,Ronco del Gelso
370,US,"Mint again, with earth and tobacco; one taster found traces of bell pepper. Coffee and brown sugar further soften a supple, mature mouthfeel. Drink now.",Cherryblock Vineyard,88,160,California,Sonoma Valley,Sonoma,"","",Sebastiani 1991 Cherryblock Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani
371,Italy,"Fragrant, aromatic, grassy aromas give way to fresh, crisp, green fruit and gooseberry flavors. Finishes lively and vibrant.",Castel Ringberg,88,23,Northeastern Italy,Alto Adige,"",Roger Voss,@vossroger,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),Sauvignon Blanc,Elena Walch
372,Italy,"A fresh, crisp style of Soave, brimming with green plum and light acidity. It has concentration and a light touch in equal measure.",Classico,88,10,Veneto,Soave,"",Roger Voss,@vossroger,Gini 2002 Classico  (Soave),White Blend,Gini
373,Italy,"Crisp, green, grassy wine with fresh acidity and herbeceous character. It is very New World with its tropical flavors and open, forward fruit.",I Fiori del Borgo,88,15,Northeastern Italy,Collio,"",Roger Voss,@vossroger,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),Sauvignon Blanc,Borgo Conventi
374,US,"An irresistibly drinkable white wine, filled with the juiciest flavors of citrus fruits, fig, melon and peach, and just the tiniest bit sweet. Crisp acidity cleanses the palate and leaves it feeling minty fresh on the long, spicy finish.",Kathleen's Vineyard,88,19,California,Mendocino County,"","","",Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),Sauvignon Blanc,Ceago Vinegarden
375,Italy,"A soft, ripe wine that manages to showcase tobacco, earth and black cherry flavors in a relatively lightweight format, finishing long and tart.",Vino in Musica,88,40,Tuscany,Toscana,"","","",Valiano 1997 Vino in Musica Sangiovese (Toscana),Sangiovese,Valiano
376,Italy,"A well-judged, well-structured wine that balances fresh, crisp and light fruit against flavors of peaches, almonds and cinnamon. It will be better in two or three years' time.",Zuc de Volpe,88,18,Northeastern Italy,Colli Orientali del Friuli,"",Roger Voss,@vossroger,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Volpe Pasini
377,Greece,"A fresh, tangy, vibrant wine that has ripe green plum and apple flavors alongside a layer of full, forward fruit.",Vigneto Massoni,88,,Naoussa,"","",Roger Voss,@vossroger,Zenato 2001 Vigneto Massoni White (Naoussa),White Blend,Zenato
378,Mexico,"The color is appropriately light, the aromas appropriately floral and rose-like. Fleshy cherry flavors are balanced by a helping of greens and flowers. Light and elegant. Who would've thought Nebbiolo like this could come from Mexico?",Private Reserve,88,18,Valle de Guadalupe,"","","","",L.A. Cetto 1996 Private Reserve Nebbiolo (Valle de Guadalupe),Nebbiolo,L.A. Cetto
379,Italy,"This blend of Chardonnay, Nosiola and Pinot Bianco offers up apples and cream on the nose, along with flavors of peach and citrus. It's a comfortable mix of fruit that finishes lively and fresh, making it a fine apéritif.",Bianco dei Sorni,88,15,Northeastern Italy,Trentino,"",Joe Czerwinski,@JoeCz,La Vis 2001 Bianco dei Sorni White (Trentino),White Blend,La Vis
380,Chile,"At first this is aggressive, with an aromatic note of wet dog along with blueberries. But soon it finds its legs and opens to display chocolate, espresso and a big batch of black plum and blackberry. The finish has full tannins and some coffee-like flavor. Currently it's wall-to-wall big, but it should settle down in no time and become a good red to drink on any occasion.",Estate Bottled,88,12,Rapel Valley,"","",Michael Schachner,@wineschach,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Lapostolle
381,Italy,It's testament to this wine's balance that it remains so alive and fresh long after many other Biancos have faded. Intensely mineral aromas mix with notes of smoke and fresh apples; the flavors are earthy and hint at mineral oil. Long on the finish. Best Buy.,Vigne Alte,88,11,Veneto,Bianco di Custoza,"",Joe Czerwinski,@JoeCz,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),White Blend,Fratelli Zeni
382,Chile,"With its herbal, traditional aromas, this New World Cabernet could impersonate and Old World model. The palate is tight and firm, with lively tannins and bracing acids. The flavors run toward plum and chocolate, and there's a bitter hint on the back palate. The finish is plummy and dark.",Estate Grown Reserve,88,15,Maipo Valley,"","",Michael Schachner,@wineschach,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Carmen
383,Italy,"This lovely Chardonnay has just the right blend of juicy peaches and subtle herbs and flowers to make it easy to drink, yet interesting enough to hold your attention. Finishes long and mouthwatering.",Vigneto Santa Cecilia,88,9,Veneto,Valdadige,"",Joe Czerwinski,@JoeCz,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),Chardonnay,Tommasi
384,Italy,"Aromas of roses, pepper and spices make this an enticing wine. On the palate, it is ripe, soft, full-bodied and rich, lacking acidity, but otherwise classic Gewürztraminer.",Sanct Valentin,88,30,Northeastern Italy,Alto Adige,"",Roger Voss,@vossroger,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),Gewürztraminer,San Michele Eppan
385,US,"Richly textured, viscous but with good acidty for balance. The wine shows pretty melon, citrus, herb, grass, peach and spice flavors and features a mineral edge that is fresh and clean at the end.","",88,18,California,Rutherford,Napa,"","",Vinoce 2001 Sauvignon Blanc (Rutherford),Sauvignon Blanc,Vinoce
386,US,"A first-rate wine, with well-ripened flavors of blackberries, espresso, cola, tea, and bitter chocolate, but made more interesting by fresh acidity not often seen in today's better Merlots. This cool-climate wine also has sturdy tannins that suggest mid-term aging.",Windacre Vineyard,88,34,California,Russian River Valley,Sonoma,"","",Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),Merlot,Merriam
387,US,"A great and versatile food wine. Its polished flavors of lime, fig and apricot are drizzled with Oriental spices and smoky oak. One of California's  most consistent wines, and rich enough to stand in for Chardonnay.",Reserve Fume,88,17,California,Alexander Valley,Sonoma,"","",Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Murphy-Goode
388,US,"Delicate and complex, a cool climate wine with a mixture of ripe cherry flavors and leaner ones of tobacco, tomato skin, and cranberry. Bone dry with excellent acidity, this somewhat tart wine is well made, and may be an ager.",Paragon Vineyard,88,25,California,Edna Valley,Central Coast,Roger Voss,@vossroger,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
389,Italy,"A blend of grapes, so maybe it is not surprising that the aromas and flavors are a blend: melons, pears and limes, all presented with great freshness and verve alongside a rich texture. Editors' Choice.",Terlano Classico,88,15,Northeastern Italy,Alto Adige,"",Joe Czerwinski,@JoeCz,Cantina Terlano 2002 Terlano Classico White (Alto Adige),White Blend,Cantina Terlano
390,Chile,"Right off the bat this wine is pure and smooth. The nose is pretty, with cranberry and cassis. Next up is a palate of pure red fruit and only a light shading of oak. The finish draws applause for its clarity and buttery nuances. It's what a good Chilean Cabernet should be; it's ripe and easy to drink, yet fairly solid and impressive. Best Buy.",Reserve,88,12,Maipo Valley,"","",Michael Schachner,@wineschach,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Casa Julia
391,Chile,"With full oak and pineapple aromas along with a big mouthful of spicy apple and pear fruit, this is no weakling. On the contrary, it's full and meaty, with a lot of texture and extract. The feel is healthy even if the acidity is on the low side. A very good wine to drink now; it probably won't age that well.",Reserve,88,14,Central Valley,"","",Michael Schachner,@wineschach,Valdivieso 2001 Reserve Chardonnay (Central Valley),Chardonnay,Valdivieso
392,US,"A lovely wine, made even more attractive by the value price. It has flavors and lemons and limes and a ripe, sweet edge of honey, although it's technically dry. The acidity is clean and refreshing.","",87,12,California,Santa Ynez Valley,Central Coast,"","",Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Bridlewood
393,Chile,"Strongly oaked, but fresh, young and healthy in the nose. The smell of coconut and lemon curd is friendly and soft, while the palate is loaded with more lemon, coconut, pear and nutmeg. The texture is rich, and, for now, the acidity is bright. A solid Chardonnay for current drinking.",Castillo de Molina Reserva,87,11,Lontué Valley,"","",Michael Schachner,@wineschach,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontué Valley),Chardonnay,San Pedro
394,Chile,"Smooth smelling, with pure and fresh berry and plum aromas. Very young and a bit tangy on the palate, with cherry and berry flavors and an oaky, soft finish that goes sweet then sour, and lasts for a long time. In terms of structure, it's balanced, mildly tannic, yet meant for drinking now.",Reserva,87,12,Maipo Valley,"","",Michael Schachner,@wineschach,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Undurraga
395,Italy,"This is the first vintage of this blend of Chardonnay, Pinot Grigio and Sauvignon Blanc, named after the 16th-century abbess Rylint Formentini. Peppery in character, with rich, complex fruit, it has citric flavors, along with a sense of structure and acidity.",Rylint,87,,Northeastern Italy,Collio,"",Roger Voss,@vossroger,Conti Formentini 2001 Rylint White (Collio),White Blend,Conti Formentini
396,US,"Rich in spicy, briary berry-cherry and chocolate fruit, with ultra-smooth tannins, and just enough acidity to cut through barbecue sauce. It's a bit sweet and Porty on its own.",Ancient Vines,85,16,California,California,California Other,"","",Cline 2007 Ancient Vines Zinfandel (California),Zinfandel,Cline
397,Chile,"Fresh aromas of red cherry and light berry fruit precede a palate that runs a little racy, with borderline tart plum and pie cherry flavors. A solid mouthfeel and mild, chalky tannins give it presence, and for sure it's a clean, sturdy wine. But that's really as far as it goes.",Visión,85,15,Colchagua Valley,"","",Michael Schachner,@wineschach,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),Pinot Noir,Cono Sur
398,Chile,"On the plump but balanced side, with a perfumed nose that's almost sweet for SB. In the mouth, it's fairly lively and lifted, with nectarine and melon flavors that morph into pink grapefruit on the finish. Decent quality; will get the job done.",Estate Selection,85,13,Curicó Valley,"","",Michael Schachner,@wineschach,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Aresti
399,Italy,"The wine starts off slowly due to a note of almond nut or cardboard that masks the natural fruit. Once it gets started, however, this luminous sparkling Prosecco offers cheerful notes of stone fruit and pear.",Extra Dry,85,24,Veneto,Prosecco di Valdobbiadene,"","","",Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Astoria
